final_model,status,risk,probability,agreement,reason,lstm_prob,rf_prob,agreement_score
Both Models,Normal,Low,0.0200670026242733,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.029576849192380905,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.055775560438632965,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.06827457994222641,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.05375272035598755,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.04148891940712929,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.06231902912259102,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
LSTM,Suspicious,Medium,0.18469774723052979,High,Decision based on LSTM with threshold logic,0.18469774723052979,0.0006821566964121622,0.8159844094658824
LSTM,Suspicious,Medium,0.35244107246398926,Low,Decision based on LSTM with threshold logic,0.35244107246398926,0.0033468981235176298,0.6509058256595284
LSTM,Suspicious,Medium,0.378417044878006,Low,Decision based on LSTM with threshold logic,0.378417044878006,0.027008894952697603,0.6485918500746917
LSTM,Suspicious,Medium,0.24011561274528503,Low,Decision based on LSTM with threshold logic,0.24011561274528503,0.00293901324929178,0.7628234005040068
LSTM,Suspicious,Medium,0.09525252878665924,High,Decision based on LSTM with threshold logic,0.09525252878665924,0.0013596846131230115,0.9061071558264637
Both Models,Normal,Low,0.036158282309770584,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.02475864067673683,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.024696405977010727,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Random Forest,Critical,Very High,0.9186937821300564,Low,Decision based on Random Forest with threshold logic,0.026357168331742287,0.9186937821300564,0.10766338620168592
Random Forest,Anomaly,High,0.8931792946399507,Low,Decision based on Random Forest with threshold logic,0.032009147107601166,0.8931792946399507,0.13882985246765045
Random Forest,Anomaly,High,0.5812744660828827,Low,Decision based on Random Forest with threshold logic,0.036176785826683044,0.5812744660828827,0.45490231974380035
Both Models,Normal,Low,0.032079145312309265,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.028288744390010834,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.021665457636117935,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.019433261826634407,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.01851845346391201,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.018587777391076088,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Both Models,Normal,Low,0.018686240538954735,Full Agreement (Normal),Both LSTM and Random Forest detect normal consumption,,,
Random Forest,Anomaly,High,0.8380501844928504,Low,Decision based on Random Forest with threshold logic,0.02218320406973362,0.8380501844928504,0.18413301957688322
